name,T1,T2,incl,q,r1,r2,ecc,R2
LC-QX8M,10490.47487,7814.878989,86.30907614,0.196477937,0.286829643,0.174271799,0.002320082,0.9997
LC-R0WP,6559.857812,5747.634158,85.07160309,0.771280191,0.359750015,0.162591729,0.024736959,0.9992
LC-R1QY,11903.20516,6801.781358,89.13617977,0.162138459,0.24361359,0.093650455,0.102584315,0.9984
LC-REKZ,6584.456271,4508.69163,79.13336324,0.252525021,0.378068243,0.090810621,0.119269844,0.9982
LC-RIZ5,7139.106583,4814.073391,85.1283594,0.171223183,0.303497881,0.137112365,0.031945616,0.9996
LC-RJR9,6380.838415,5166.834463,76.12341762,0.021947453,0.438132081,0.093625019,0.052254269,0.9967
LC-XFOU,4065.905229,3797.122526,84.29114038,0.326416912,0.247007607,0.092683146,0.04118614,0.9983
LC-XJVT,12192.89485,8811.008558,87.8579525,0.574327871,0.249749619,0.166217928,0.072209772,0.9998
LC-Y6S2,10637.22222,10406.56591,85.43439616,0.556000895,0.359947435,0.141778326,0.014438796,0.9997
LC-Y6SH,8813.722179,8219.747137,80.69385252,0.607695995,0.369580857,0.10610373,0.05232848,0.9997
LC-YL4V,7380.298274,8302.536624,88.40600739,0.184776876,0.217347463,0.101322057,0.01314124,0.9997
LC-YO20,11237.82396,8029.283101,87.98098146,0.139112956,0.305791509,0.165126122,0.06177656,0.9996
LC-ZC8N,11007.07462,9210.500492,86.10536791,0.602713221,0.353045337,0.205535932,0.033482836,0.9998
LC-ZFL1,9215.959488,9929.987087,85.57446503,0.589679778,0.323440158,0.091299914,0.009847072,0.9994
LC-ZG6J,4909.622479,4889.430993,83.54492954,0.803941162,0.313554355,0.157970632,0.048592726,0.9995
LC-ZGCQ,11941.72091,6109.112135,87.16426501,0.137245508,0.328679514,0.214915199,0.053286972,0.9998
LC-ZHR0,12178.91417,9956.682135,85.66384252,0.150402812,0.374675063,0.145712858,0.084882342,0.9991
LC-ZTR4,10683.6052,11334.75784,86.98208496,0.066043124,0.308958728,0.098660152,0.089338956,0.9984
LC-ZVXH,7778.97385,6479.05641,89.51237059,0.218059609,0.338780253,0.246128062,0.034301007,0.9998
LC-ZWUR,4779.564001,5354.128466,89.14484913,0.166372906,0.244897283,0.117755972,0.03557271,0.9993
LC-UEBW,8728.650801,8107.262965,76.55240621,0.136505804,0.476131945,0.19531183,0.00616,0.9997
LC-UI9B,5914.664974,6845.353923,86.34211317,0.162001739,0.460782319,0.15291098,0.00299316,0.999
LC-UL2Z,9076.003399,8980.001707,84.71043429,0.285259502,0.241127264,0.078850608,0.043203261,0.9951
LC-UXRG,10765.52808,9745.852753,89.79318344,0.030133913,0.500612164,0.115508705,0.114999999,0.9983
LC-UYWB,10211.66508,8035.708739,84.14140346,0.738640528,0.26022859,0.086950454,0.032608619,0.9989
LC-V4T2,5089.24359,4948.542453,88.2187723,0.341381053,0.417764196,0.273883043,0.03900379,0.9992
LC-VFDY,11148.76839,9157.179076,85.58986739,0.565125027,0.195980272,0.072106203,0.019653382,0.999
LC-VK64,5356.904771,4378.45196,86.48847526,0.066116807,0.27485482,0.069648099,0.04410666,0.9964
LC-VUMG,9273.555985,9121.974814,83.88391592,0.444672897,0.254155048,0.097515405,0.147046192,0.9992
LC-VZTN,10285.46926,10080.88146,79.06446998,0.204850515,0.313335547,0.093731151,0.002540493,0.9992
LC-W7F6,6997.955153,7255.948555,82.26521241,0.289695664,0.386360219,0.201074512,0.025999233,0.9997
LC-WFNL,10333.34077,10287.66193,89.08908655,0.437511273,0.290500734,0.13286291,0.107749047,0.9997
LC-WMH7,7222.733953,4807.847408,83.27331194,0.285126381,0.306932364,0.145093899,0.083849266,0.9996
LC-WNLC,11483.3149,9217.322659,89.30218261,0.228834471,0.26974337,0.162833127,0.151728623,0.9997
LC-WNR6,6302.934394,4737.044719,78.37417818,0.205722271,0.432913282,0.116077568,0.013470068,0.9993
LC-WR2L,6928.597447,3955.552017,81.56033749,0.778008139,0.305288957,0.096425408,0.002793423,0.9986
LC-WRP2,11917.85891,5998.663096,85.28585659,0.561895089,0.314165698,0.154035055,0.002771479,0.9998
LC-WV54,11578.83151,9202.518773,80.95188378,0.510041871,0.365010954,0.162355326,0.037539967,0.9997
LC-X04S,5366.402189,4154.153187,82.89236514,0.077281328,0.245078387,0.111198636,0.114161487,0.9995
LC-X34F,5318.735873,4384.876598,88.58638041,0.458071313,0.155117839,0.088557912,0.066636605,0.9997
LC-X746,8159.237331,5676.993797,78.6228511,0.247081016,0.373202854,0.151172245,0.01605569,0.9993
LC-XA9E,4801.665293,4722.092416,85.16334359,0.276572436,0.333039493,0.164861773,0.08447992,0.9992
